headline;analytics
Five Proven Lead Generation Strategies to Merge with Data Analytics;1
Federated Learning – Machine Learning em Edge Computing;1
Digitate Announces Results of Inaugural Autonomous Enterprise Survey, Reveals Redundant Tasks as Number One IT Operations Challenge;1
This A.I. is like Google Image Search For Imaginary Pictures;1
Aprendizagem organizacional: sua chave para o sucesso da IA;1
“Above the Trend Line” – Your Industry Rumor Central for 2/23/2021;1
Business Intelligence: Gamification as a Strategic Tool for Organizations;1
6 Big Data Mistakes You Must Avoid At All Costs;1
How AI & Price Optimization Can Offset COVID-19’s Impact on B2B Supply Chains;1
What Is Enterprise Data Science?;1
Nemo, Dataportal e Databook, Soluções do Facebook, Airbnb e Uber Para Descoberta de Dados;1
Gradio vs Streamlit vs Dash vs Flask – Deploy de Modelos de Machine Learning em Python;1
IA em nuvem: conheça 5 curiosidades sobre a tecnologia;1
AI in Cybersecurity: Six Considerations for 2021;1
AI is Real Estate’s Secret Weapon for Efficiency, Accuracy and Customer Satisfaction;1
13 carreiras mais promissoras de acordo com especialistas;1
Prophecy.io Launches Low Code Data Engineering SaaS Platform for Spark with $6M investment;1
"Zorroa Launches Boon AI; No-code Machine Learning for Media-driven Organizations";1
Video Highlights: Why Do ML Models Fail?;1
Interview: Targeting is Becoming a Data Science Problem;1
10 tendências em Dados e Analytics para CIOs ficarem de olho;1
5 impactos da computação em nuvem na manufatura;1
O futuro do agronegócio no Brasil passa pela agricultura preditiva e autônoma;1
Why Scientists are Teaching Robots to Play Hide-and-Seek;1
OTP Group launches collaboration with 15 startups;1
TOP 10 insideBIGDATA Articles for February 2021;1
Data Evolution in the Cloud: The lynchpin of competitive advantage;1
Interview: Luminati CEO, Or Lenchner;1
How NLU is Helping Improve Agent Performance For Better CX;1
What the Internet of Things and Edge Computing Really Mean Today;1
Nvidia e Dasa firmam parceria para desenvolver algoritmo de combate à Covid-19;1
ENTREVISTA: Inteligência Artificial é futuro do Day Trade, diz especialista da XP Por Investing.com;1
NVIDIA A100, A40 and NVIDIA RTX A6000 Ampere Architecture-Based Professional GPUs Transform Data Science and Big Data Analytics;1
A China tem um plano para virar líder mundial em IA;1
Inteligência de decisão: o novo Business Intelligence;1
Mitigando os riscos ocultos da transformação digital;1
insideBIGDATA Latest News – 3/9/2021;1
Interview: Unlocking Audience Understanding with NLP AI;1
10 principais conclusões do Microsoft Ignite para CIOs;1
“Above the Trend Line” – Your Industry Rumor Central for 3/11/2021;1
"
      IBM Talk'n'labs: as tendências da tecnologia em evento técnico gratuito
    ";1
Mistakes to Avoid When Starting a Career in Data Science;1
Why Do We Keep Using Games as a Benchmark for A.I.?;1
Video Highlights: AI’s Role in Fight Against COVID-19;1
How Financial Institutions Can Deal with Unstructured Data Overload;1
8 Conceitos Estatísticos Fundamentais Para Data Science;1
Vagas mais concorridas: inteligência artificial para selecionar candidatos cresce na pandemia;1
10 tecnologias que serão disruptivas nos negócios em 2021;1
Why the Future of Healthcare is Federated AI;1
Inteligência Artificial: Como a tecnologia está transformando o agronegócio, por Alexandre de Alencar;1
Como as crises proporcionam novos formatos de analisar dados;1
Best of arXiv.org for AI, Machine Learning, and Deep Learning – February 2021;1
Algoritmo identifica bovinos individualmente no campo por meio de imagens;1
ServiceNow aposta em desenvolvedores cidadãos em último impulso empresarial;1
ServiceNow apresenta nova versão da Now Platform;1
Magento fecha parceria com Microsoft Azure no Brasil;1
IFS lança IFS Cloud, plataforma única em nuvem baseada em API;1
Topmind anuncia expansão com nova área especializada em analytics;1
Como Gro Intelligence Pode Ajudar Agricultores Brasileiros;1
Dona do Snapchat entra para o e-commerce de moda;1
Startups dos EUA apostam em IA para inovar setor de cadeira de rodas;1
Governança de IA: como reduzir riscos e colher recompensas;1
6 tendências de infraestrutura e operações que estão em alta e 5 que estão em baixa;1
Comércio exterior: investir em ferramentas tecnológicas é saída para atender demanda na pandemia;1
Como os gerentes de projetos podem usar analytics para melhorar resultados de negócios;1
Inteligência artificial da IBM pode debater sobre 100 temas com humanos;1
Nvidia constrói supercomputador em 20 semanas com a ajuda de um pequeno robô;1
Microsoft vai premiar histórias inspiradoras de mulheres em cibersegurança;1
Informação: a melhor aliada das PMEs em crescimento;1
Duas a cada três organizações mudarão estratégias de supply chain nos próximos anos, diz estudo;1
Mochila com IA ajuda na locomoção de cegos em vias públicas;1
Como garantir que os desenvolvedores cidadãos criem IA de maneira responsável;1
Inteligência Artificial torna a borda e a IoT mais inteligentes;1
10 tendências tecnológicas para o setor público, segundo o Gartner;1
IA para vídeos: Facebook investe em reconhecimento inteligente de imagens e sons postados pelos usuários;1
"""Seu cachorro é bonito!"": youtuber usa IA de um jeito criativo no Canadá";1
Abin abre edital e oferece bolsas nas áreas de segurança digital;1
Algoritmos do nosso dia a dia;1
Como Alan Turing contribuiu (e muito) para a inteligência analítica;1
Comitê de Inovação da ABAG estimula a  promoção de ferramentas inovadoras para beneficiar as cadeias do agronegócio;1
10 principais tendências de tecnologia para o setor público em 2021;1
COAMO investe em inovador sistema de segurança eletrônica para prevenção de riscos;1
44,8% dos executivos brasileiros consideram a IoT como indispensável;1
Como a IA e a IoT podem melhorar a experiência do consumidor?;1
Quem é o dono dos dados? Governança é a chave para a eficiência;1
Analytics: desafios do uso de dados no mapeamento dos clientes;1
Como Analytics e Inteligência Artificial melhoram a experiência do cliente;1
O Pix pode ajudar as empresas a serem data-driven;1
"IA de empresa criada por Elon Musk já é capaz de ""escrever"" 4,5 bilhões por dia";1
"
Video: Why Fast Business Intelligence Matters ";1
Uso responsável de inteligência artificial ainda é baixo nas organizações;1
BIA, a inteligência artificial do Bradesco, passa a se posicionar contra o assédio;1
7 maneiras pelas quais a nuvem está mudando;1
Authentic Artists is building virtual, AI-powered musicians;1
Tecnologia para revolucionar a avicultura;1
Aporia raises $5M for its AI observability platform;1
Hiperautomação: a chave tecnológica para melhoria contínua de processos das companhias;1
Yext co-founder unveils Dynascore, which dynamically synchronizes music and video;1
Comet announces $13M Series A for ML model building tool;1
Como a Inteligência Artificial está revolucionando o treinamento de talentos;1
Plataforma exclusiva da IBM ajuda programadores em suas carreiras;1
Wonder Dynamics raises $2.5M seed to equip indie filmmakers with AI-powered VFX;1
CIOs buscam aumentar equipes de automação, de nuvem e de analytics em 2021;1
Nvidia e HPE trabalham em novo supercomputador focado em IA na Suíça;1
Facebook libera novo conjunto de dados open source para buscar IA menos tendenciosa;1
Nvidia lança framework com automação por IA para setor de segurança cibernética;1
Nvidia anuncia CPU de data center para cargas de computação massivas;1
Extra Crunch roundup: UiPath’s IPO filing, predicting revenue, how to pivot properly, much more;1
AI-driven audio cloning startup gives voice to Einstein chatbot;1
Future of Transportation: Autonomous Cars, Self-Driving Planes, and More;1
Por que todo profissional precisa estudar ciência de dados;1
Startups diversas abrem mais de 300 vagas de emprego;1
Embrapa Informática Agropecuária seleciona bolsista de nível superior;1
Nintendo Switch Pro to Use DLSS to Unlock 4K Gaming;1
Why data and analytics are critical on the farm;1
Hive raises $85M for AI-based APIs to help moderate content, identify objects and more;1
Metade dos clientes deseja que instituições financeiras atue como consultores em decisões de despesas;1
Maioria dos CMOs ainda enfrenta desafios para adotar IA para estratégias personalizadas;1
Building a creator-focused OS;1
Big data will become central to healthcare following the pandemic;1
Extra Crunch roundup: Klaviyo EC-1, micromobility’s second wave, UiPath CFO interview, more;1
50 empresas de IA para ficar de olho em 2021;1
O open source chega a Marte;1
Líderes de TI reavaliam conjuntos de habilidades para o futuro;1
Kry closes $312M Series D after use of its telehealth tools grows 100% yoy;1
The future of e-commerce: Trends, tips, traps to avoid;1
Finance AI Is Critical to CFO Digitalization Efforts;1
The insideBIGDATA IMPACT 50 List for Q2 2021;1
insideBIGDATA Latest News – 4/27/2021;1
“Above the Trend Line” – Your Industry Rumor Central for 4/16/2021;1
How Yum! Brands Uses Location Data from Foursquare to Make Smarter Decisions;1
JADBio Provides AutoML for BioMed Data;1
Book Review: Machine Learning for Kids;1
COVID and Compliance Shape 2021’s Data Workflow and Forensics Trends;1
How Harnessing Data Can Lead to Better Financial Outcomes;1
insideBIGDATA Latest News – 4/8/2021;1
insideBIGDATA Latest News – 3/22/2021;1
3 Reasons a Cloud Data Warehouse Is Critical To Customer Analysis;1
“Above the Trend Line” – Your Industry Rumor Central for 3/30/2021;1
TOP 10 insideBIGDATA Articles for March 2021;1
Domino Data Lab Debuts New Solutions with NVIDIA to Enhance the Productivity of Data Scientists;1
The Fate of Feature Engineering: No Longer Necessary, or Much Easier?;1
Tipos de dados;1
Cenário hipotético da contratação de um cientista de dados;1
0. Introdução;1
Conversica Alternatives: AI Assistants for Marketing Teams;1
Understanding NoSQL Databases: Document Stores;1
Protecting Your Data Lake Requires a New Mindset;1
Importance of Teaching Data Science in CS Programs;1
Data-Driven Cryptocurrency Traders Spur the Growth of Other Industries;1
Financial Chief Data Officers Making Advances in Data Management and Compliance but Over Half of Manual Processes Remain;1
Big Data Becomes Pivotal to the Construction Industry;1
Strategies to Leverage Your Customer Data for Optimal Customer Retention;1
Study: Most Executives Consider Big Data Crucial but Lack Strategies;1
Understanding the Tremendous Benefits of IoT for Small Businesses;1
How Startups Can Formulate Data-Driven Marketing Strategies Using AI;1
The 6-Step Guide to Integrating Business Intelligence and Analytics;1
How is Mobile Intelligence Reshaping the Marketing Industry?;1
Big Data Trends That Are Disrupting Management Maintenance;1
The Growing Importance of AI for Small Businesses;1
Reasons Data Science Consultants Can Be Excellent Investments;1
5 Benefits of Using AI for Wireframing a Design;1
Preparing for The Most Common Data Science Job Interview Questions;1
Boasting a pedigree in business intelligence, Sweep launches a new carbon accounting and offset tool;1
Legal and Compliance Function Needs Data Scientists;1
5 Legal Technology Trends Changing In-House Legal Departments;1
Big Data Is Rapidly Changing How We Look at Economics;1
Hiperautomação: a chave tecnológica para melhoria de processos das companhias;1
4 dicas para lançar uma estratégia de dados de sucesso;1
“Above the Trend Line” – Your Industry Rumor Central for 4/30/2021;1
AI is Not a Magic Bullet for Renewables;1
Remote Workers Demand Data-Driven Cybersecurity Platforms;1
How AI Is Going to Drastically Change the Future of the Automotive Sector;1
Goldman Sachs is betting on artificial intelligence to dive growth;1
TOP 10 insideBIGDATA Articles for April 2021;1
Gastos com computação em nuvem aumentam 35% enquanto AWS permanece na liderança;1
How AI and IoT Play an important role in healthcare today;1
Challenges of Predictive Analytics for Law Enforcement;1
Central Bank of Bahrain launches the Bahrain Supernova Fintech Challenges on FinHub 973 to drive open innovation across the Financial Services industry;1
Personalized nutrition startup Zoe closes out Series B at $53M total raise;1
Big Data Creates Numerous New Perks in the Gig Economy;1
Crucial Benefits of Collecting and Analyzing Data for Modern Businesses;1
Sprout.ai raises $11M Series A led by Octopus Ventures to apply AI to insurance claims;1
11 segredos sombrios da multicloud;1
Lightmatter’s photonic AI ambitions light up an $80M B round;1
No-code in Big Tech: Why Key Players Embraced it in 2020, and How they Can Leverage it in 2021;1
5 investors discuss the future of RPA after UIPath’s IPO;1
How to Overcome Obstacles in Data Lake and Warehouse Strategies: 3 Best Practices for Enterprise Architects;1
How 2020 Made Event Streaming and Management Vital for Future Business Growth and Adaptability;1
IA a serviço da nutrição animal;1
Como a inteligência artificial ajuda na experiência do usuário?;1
Photography Trends Utilizing Data To Keep Your Social Content Fresh;1
Video Highlights: Business Analyst or Data Scientist? What Field to Choose If you Want to Launch a Startup in Future;1
Fronteiras entre Chief Data Officer e Chief Digital Officer estão se tornando cada vez mais confusas, diz estudo;1
Novas tecnologias para análise de solo são debatidas no LATAM Life Science Expo;1
insideBIGDATA Latest News – 5/11/2021;1
Os segredos obscuros do Data Analytics e por que uma investigação honesta é necessária;1
DataRobot expands platform and announces Zepl acquisition;1
Chineses usam nanopartículas de carbono para criar tinta invisível supersegura;1
Apptopia raises $20M to expand its competitive intelligence business beyond mobile;1
5 razões para considerar o profissional de TI um verdadeiro ‘herói’ das empresas;1
Data Fabric Architecture is Key to Modernizing Data Management and Integration;1
Empresa irmã do Google quer usar IA para tornar o futebol mais previsível;1
Pandemia fez 43% dos negócios globais acelerarem uso de IA;1
Ciência por trás da nutrição é responsável pela segurança e confiabilidade dos alimentos oferecidos aos animais;1
Data Roadblocks for AI – Most common challenges and how to avoid them;1
Demanda por gasolina e etanol despenca no Brasil enquanto a procura por diesel dispara, aponta S&P Global Platts;1
Emotion-Sensing A.I. is Here, For Better or Worse;1
Facebook desenvolve IA capaz de desprezar dados pouco úteis;1
7 Key Industries Being Transformed by Data Savvy Virtual Agents;1
Video Highlights: Generalized Additive Models – Allowing for some wiggle room in your models;1
Best of arXiv.org for AI, Machine Learning, and Deep Learning – April 2021;1
Democratizing Machine Learning to Empower the Modern Business;1
How Big Data Has Become Integral to Commercial Fleet Success;1
Estoque de etanol no Brasil deve fechar maio com queda de 29% ante ano anterior, estima S&P;1
Big Data Leads to Massive Changes in Website Management and Development;1
Why an AI-Driven SEO Campaign Is Vital for Your Business;1
8 investors and founders highlight Valencia’s potential as a fintech and cybersecurity hub;1
Semantix anuncia parceria com Microsoft Azure;1
Google Cloud lança nova plataforma de machine learning gerenciada;1
This tech was science fiction 20 years ago. Now it’s reality;1
5 formas como hackers escondem seus rastros;1
Tecnologia, habilidade e governança são lacunas para uso de IA nas empresas;1
Do You Need a Chief Data Officer?;1
Father and son duo take on global logistics with Optimal Dynamics’ sequential decision AI platform;1
Factors Influencing the Cost of Developing an AI-Based Smart Home App;1
Própolis brasileira terá reconhecimento internacional;1
Chile-based Kredito raises $4M to help businesses get loans;1
The Role of Business Intelligence in The Modern Commercial Organization;1
Why Local SEO Marketers Need an Extensive Understanding of Analytics;1
The Role of Cookies in Analytics and Privacy Issues they Raise;1
Data Analytics Contributes to the Abrupt Rise of Clean Energy Investment;1
Dooly raises $80M more for its AI tools to help salespeople manage their busywork;1
One Giant Leap Forward for Data Governance;1
S&P Global Platts aponta que demanda por diesel no Brasil deve crescer 4,4% em 2021;1
O sucesso do ‘desenvolvedor cidadão’ requer forte supervisão de TI;1
Extra Crunch roundup: Jam City SPAC, startup PR, telemedicine market map, more;1
5 Sure-Fire Tips How AI Is Going to Improve Fintech in 2021;1
Using Data Science and Artificial Intelligence in Your Tech Company;1
What to Consider When Choosing a Masters in Business Analytics;1
Walmart Innovates at the Retail Edge with AI;1
Korea’s Riiid raises $175M from SoftBank to expand its AI-based learning platform to global markets;1
Flush with $42M, hot AI startup Faculty plans to hoover up more PhDs… and steer clear of politics;1
Vagas para desenvolvedores com salário de até R$ 15 mil;1
Taipei-based computer vision startup eYs3D gets $7M Series A;1
Canvas lands $20M so tech’s biggest companies can find diverse talent;1
Make These Three AI Marketing Mistakes at Your Peril;1
Atlan raises $16M led by Insight Partners to build a collaboration hub for data-driven teams;1
Extra Crunch roundup: Lordstown Motors’ woes, how co-CEOs work, Brian Chesky interview;1
Com IA, Google quer unificar dados para Analytics em ‘malha’ inteligente;1
Improving Customer Experience through Interaction Analytics;1
Agro 4.0: aplicação de Big Data cria vantagem estratégica no comércio de alimentos;1
Quantum Machine Learning – An Introduction to QGANs;1
Como o Processamento de Linguagem Natural pode ajudar empresas a entenderem seus negócios;1
Breinify announces $11M seed to bring data science to the marketing team;1
Google Cloud lança solução de compartilhamento de dados para mercado de capitais;1
Investing in Big Data and AI for Post-COVID-19 Success;1
Organizations Use Robotic Polishing for AI-Driven Manufacturing;1
Advantages of Using Microsoft Azure for Data Preservation and Security;1
Using Data Analytics to Map eCommerce Customer Journeys;1
6 investors and founders forecast hockey-stick growth for Edinburgh’s startup scene;1
APIs: The Real ML Pipeline Everyone Should Be Talking About;1
Non-negotiables for SaaS solutions;1
Why 3D is the Key to Unlocking Vital Video Surveillance Data;1
AI, Machine learning, and big data: laws and regulations;1
Video Highlights: Challenges of Operationalizing ML;1
UCLA DataFest Winners Announced, Presentations Posted;1
Hats Over Hearts;1
New Study Details Importance of TCO for HPC Storage Buyers;1
Video Highlights: BigQuery + Notebooks: Building an Analytics Pipeline on Kaggle;1
Detecting and Mitigating Fraud at Scale;1
O que são estruturas condicionais e para que servem?;1
Referência;1
O que é processamento de linguagem natural?;1
Analytics em tempo real: 7 dicas para o sucesso;1
AIOps: The Iron Man Suit for IT Leaders;1
Principais Soluções de Machine Learning;1
Combinados desse post:;1
Falamos no episódio;1
Sumário;1
insideBIGDATA Latest News – 6/1/2021;1
Knowledge Graphs 2.0: High Performance Computing Emerges;1
TOP 10 insideBIGDATA Articles for May 2021;1
Analytics irá desenhar o merchandising do futuro;1
Google shares its $2M Black Founders Fund among 30 European startups;1
“Shazam das indústrias”: startup que usa inteligência artificial para manutenção recebe R$ 17 milhões;1
“Above the Trend Line” – Your Industry Rumor Central for 6/4/2021;1
The Four Shifts Needed to Make Quantum Computing Part of Your Analytics Strategy;1
Seguradoras aceleraram transformação digital durante a pandemia de Covid-19, aponta estudo;1
Como a TI pode ajudar na luta contra as mudanças climáticas;1
Leveraging AI-Driven Latent Semantic Indexing in Your Online Strategy;1
Video Highlights: Supercharging our Data Scientists’ Productivity at Netflix;1
When Big Data Meets Big Law – the Role of Data in Legal Services;1
Is Google BigQuery The Future Of Big Data Analytics?;1
The Impact of Digital AI Advances on The New Workplace;1
Mendel raises $18M to tease out data structure from medicine’s disparate document trove;1
É possível automatizar todas as operações em nuvem?;1
Why Predictive Analytics Is Crucial for Maximizing College Retention Efforts;1
Supercede Analytics to streamline outward  reinsurance submissions;1
AI Leads to New Complications and Opportunities in PPC Marketing;1
Croatia’s Gideon Brothers raises $31M for its 3D vision-enabled autonomous warehouse robots;1
AI pioneer Raquel Urtasun launches self-driving technology startup with backing from Khosla, Uber and Aurora;1
Extra Crunch roundup: Security data lakes, China vs. Starlink, ExtraHop’s $900M exit;1
AI startup investment is on pace for a record year;1
Como uma equipe de IA de sucesso realmente se parece;1
AI and Chance: Five Industries Resisting Prediction;1
Atomic-backed Jumpcut uses data to advance diversity in film;1
Productivity startup Time is Ltd. raises $5.6M to be the ‘Google Analytics for company time’;1
Rich Data Corporation secures $15 million to accelerate growth;1
Surpassing Decentralized Data Management Woes with Data Virtualization;1
Como o machine learning pode transformar o varejo;1
Facebook Built an A.I. That Intentionally Forgets Things;1
5 Benefits of Training Data-Driven Teams in Microsoft Office 365;1
Using AI to Automate Marketing Processes Using Salesforce Tools;1
Extra Crunch roundup: EU insurtech, 30 years of ‘Crossing the Chasm,’ embedded finance’s endgame;1
8 tecnologias que irão impactar o supply chain ainda em 2021;1
How AI and Behavioral Science are Addressing Vaccine Hesitancy;1
2021 MLOps Platforms Vendor Analysis Report;1
Enterprise AI platform Dataiku launches managed service for smaller companies;1
Webinar: Using External Data to Accelerate Business in a Post-Vaccinated World;1
Yana’s mental health tool for Spanish speakers nears 5 million users;1
1. Introdução;1
Big Data Partnerships Drive Growth in the Global Remittance Market;1
Selecting the Right AI Business Model for Your Startup;1
Demanda por combustíveis cresce no Brasil devido ao aumento na mobilidade, aponta a S&P Global Platts;1
Elisity raises $26M Series A to scale its AI cybersecurity platform;1
Meet the mobile therapy startup backed by Christian Angermayer’s re:Mind Capital;1
Don’t Import It, Embed It! 5 Reasons to Embed Business Intelligence into Your Enterprise Applications;1
Introhive raises $100M for AI-powered sales tools to help companies build ‘relationship graphs’;1
Gloat raises $57M to reinvent the internal job board;1
Tractable raises $60M at a $1B valuation to make damage appraisals using AI;1
eqtble, a platform that uses data analytics to create healthier workplaces, raises $2.7M seed;1
AI Under the Hood: Object Detection Model Capable of Identifying Floating Plastic Beneath the Surface of the Ocean;1
How to Use Citizen Data Scientists to Maximize Your D&A Strategy;1
KeepTruckin raises $190 million to invest in AI products, double R&D team to 700;1
How the Shift to Remote Work is Accelerating Speech Recognition;1
Investors say Eindhoven poised to become Netherlands’ No. 2 tech hub;1
A Laundry List for Cleaning Messy Data and Making It Business Ready;1
4 histórias de sucesso de transformação digital;1
O que a indústria de serviços financeiros tradicional pode aprender com as fintechs;1
Inteligência Artificial na nova era Covid;1
The 3 Reasons Enterprises Need an AI Operating System for Intelligent process Automation;1
Como escolher o RPA certo: 10 fatores a considerar;1
Merlyn Mind emerges from stealth with $29M and a hardware and software solution to help teachers with tech;1
Memory.ai, the startup behind time-tracking app Timely, raises $14M to build more AI-based productivity apps;1
AI drug discovery platform Insilico Medicine announces $255 million in Series C funding;1
Data, Data Everywhere–Are You Capturing The Data Gold From Your Facilities?;1
Google Cloud lança nova plataforma de visão computacional para controle de qualidade fabril;1
8 razões pelas quais projetos de ciência de dados falham;1
How To Start Using AI to Streamline Content Marketing for Churches;1
Huge Benefits Data Scalability Can Create for Your Business;1
Every Business Needs an Analytics-Driven Content Marketing Strategy;1
Smart data and AI use can ‘nudge’ customers to better offers;1
Business Intelligence vs. Operational Intelligence – What Businesses Should Know;1
AWS e Salesforce ampliam parceria focada na experiência unificada do desenvolvedor;1
Governança de IA: por que executivos devem se preocupar?;1
DALL-E – A Human-like Intelligence through Multimodality;1
The Amazing Applications of Graph Neural Networks;1
15 fintechs com vagas abertas em tecnologia;1
Algoritmo de IA restaura o quadro mais famoso de Rembrandt;1
Video Highlights: Emil Eifrem on the Origins of Neo4j and the Ubiquity of Graphs;1
Como os CIOs estão requalificando seus times para o sucesso digital;1
Data Centers Are Reshaping the Future of eCommerce Management;1
Facebook Analytics será descontinuado neste mês;1
How we built an AI unicorn in 6 years;1
Guidelines for Writing Stellar Research Papers While Utilizing Big Data;1
Choosing the Best WordPress Hosting for a Data-Intensive Website;1
NIC.br e ANPD assinam acordo de cooperação para proteção de dados;1
Inteligência Artificial no Comex 4.0;1
Inteligência artificial diferencia e conta plantas de macaúba e babaçu no campo;1
Proteção de dados no campo;1
Intrinsic é o novo laboratório de inteligência robótica da Alphabet Inc.;1
What Are State-Sponsored Cyber Attacks and Do They Use AI?;1
Using Data Analytics to Determine if a Fintech Site is Safe to Use;1
Data Strategy: The Missing Link in Your Digital Transformation Plan;1
Top 10 Big Data CRM Tools To Increase Business Sales;1
5 Massive Ways that Big Data Affects Recruitment;1
Data-driven iteration helped China’s Genki Forest become a $6B beverage giant in 5 years;1
The Next AI Frontier: Business Impact and ROI;1
MLOps: Bringing AI to the Tactical Edge—and Making It Work;1
Robotic AI firm Covariant raises another $80 million;1
CRM’s Have a Big Data Technical Debt Problem: Here’s How to Fix It;1
Turning Big Data into better data with MLOps;1
Como entender onde o uso da inteligência artificial trará resultados;1
4 Ways Data-Driven Automation Enhances Merchandise Distribution;1
Using Data Analytics to Build Dedicated Project Teams: Steps to Success;1
Use Flow Analytics to Improve Visbility and Drive Agile Improvement;1
IBM e Michael J. Fox Foundation usam IA para prever a progressão da doença de Parkinson;1
Why Modeling Languages are the Key to Data-Based Decision Making;1
NVIDIA Advances Instant AI with North American Availability of Base Command Platform;1
The Massive Importance of UX Design for Data-Driven Online Businesses;1
\nWhat’s the Big Deal With Embedded Analytics? ;1
3 Ways to Monetize Data and Analytics;1
Improving Data Processing with Spark 3.0 & Delta Lake;1
Startup demite empregados com big data e CEO polemiza: 'improdutivos';1
Equipes de banco de dados e infraestrutura em nuvem precisam ampliar o diálogo;1
5 formas de aproveitar melhor o valor dos dados abertos;1
The Secret of Neuro-Symbolic AI, Unsupervised Learning, and Natural Language Technologies;1
Minority Report? Pentágono testa IA que 'prevê o futuro';1
Cresce popularidade de linguagens de programação para IA e data mining, aponta Tiobe;1
The Data Engineering Cloud: Three Lessons for a New Era;1
5 Analytic Tools Companies Use To Organize and Study their Data;1
Businesses Across Various Industry Verticals Use Data Analytics;1
Company Cultures That Data-Driven Business Owners Can Learn Them;1
Pesquisa cria máquina de poda e pré-poda da videira;1
As 5 Linguagens de Programação mais usadas em 2021;1
Neon cria curso gratuito de tecnologia para refugiados e vulneráveis;1
What Is Work Really Like Today? Leaders and Employees See Things Differently;1
Importance of Data-Driven Cybersecurity for Medical Device Companies;1
A Agricultura realmente possui um alto volume de dados?;1
Koppert e Jacto firmam parceria para aplicação de biodefensivos com drones;1
Smarter Business – Harnessing Artificial Intelligence;1
4 tendências cruciais para o futuro da nuvem pública, segundo o Gartner;1
DevOps vs. DataOps: What’s the Difference?;1
Agrishow 2022 já tem data definida;1
7 principais tendências de Business Intelligence para 2021;1
How Automation Streamlines Data Management;1
Odontoprev avança conceito de phygital com adoção de IA;1
A Beginner’s Guide To Data-Driven Technical SEO;1
SAP compra SwoopTalent, focada em aprendizado de máquina para RH;1
5 dicas essenciais para contar boas histórias usando dados;1
Boehringer Ingelheim anuncia parceria com a Lifebit para detectar surtos de doenças usando Inteligência Artificial;1
Quando o RPA encontra a ciência de dados;1
4 Ways to Use Analytics to Measure and Optimize Business Growth;1
Microsoft contrata ex-Uber para reforçar estratégia consumer do Teams;1
Espalhando alguns dos riscos iminentes sobre o uso do multicloud;1
Why You Need a Data Strategy for Your Customer’s Embedded Analytics;1
Why It’s Time to Embrace Data Lakes;1
Leveraging Data Science To Grow And Manage Your Team;1
What is the Cost of Hiring Data Savvy Software Developers?;1
Top 5 Data-Driven Lease Accounting Software Solutions;1
Data-Driven Approaches to Better Optimized Enterprise Workflows;1
Data Modernization: Breaking the AI Vicious Cycle for Superior Decision-making;1
Digital Twins: 4 histórias de sucesso;1
Let’s make a deal: A crash course on corporate development;1
A VC shares 5 things no one told you about pitching VCs;1
Vale a pena investir em IA para autoatendimento?;1
O que é cloud native? A maneira moderna de desenvolver software;1
Companies betting on data must value people as much as AI;1
Como a bioeconomia circular pode combater a crise climática;1
Should Your Team Be Using Microservice Architectures?;1
São Manoel estende uso de inteligência artificial para a indústria;1
Emailing Spectrum Customer Service as a Data-Driven Consumer;1
Can Predictive Analytics Identify Future Crypto Profitability?;1
5 Things You Didn’t Know About FDA Data-Driven Software Validation;1
Tesla revela novo chip de treinamento de IA para supercomputador;1
Telum: IBM apresenta novo chip focado em inteligência artificial;1
"‘Grande renúncia’ atinge também a TI; Como CIOs devem se preparar";1
Mathematical Optimization: A Powerful Prescriptive Analytics Technology That Belongs In Your Data Science Toolbox;1
Confirme seus dados e continue recebendo nossas oportunidades de negócios;1
As verdades que o mercado brasileiro -e você- precisam ouvir sobre Big Data.;1
Using Analytics To Decide Which Cryptocurrency To Invest In;1
Data Con LA 2021 is Coming! Best Regional Data Conference;1
8 dicas para CIOs melhorarem a experiência do cliente com equipes ágeis;1
Level AI lands $13M Series A to build conversational intelligence for customer service;1
Los 8 Beneficios que aporta el Big Data a las transacciones del sector financiero;1
A Data and Analytics Leader’s Guide to Data Literacy;1
Techstars’ Saba Karim is coming to TechCrunch Disrupt 2021;1
Data Centers Are Reshaping the Future of eCommerce Management;1
Raízen busca avaliação de até R$ 100 bilhões para realizar IPO;1
Indicativo de chuva nos EUA deve pesar sobre as cotações dos grãos, diz analista;1
São Domingos aposta em ferramenta de inteligência artificial para bater recorde agrícola;1
Open banking: meus dados, minhas regras;1
Segurança de dados na era do PIX;1
Deep learning: a porta de entrada para a educação do futuro;1
O Pix pode ajudar as empresas a serem data-driven;1
Ipsos: Brasileiros buscam benefícios e segurança de dados com Open Banking;1
How To Interact With Power BI Data In A PowerPoint Presentation;1
As 12 principais ferramentas de BI de 2021;1
Elucidate launches open database of financial crime risk scores in the banking industry;1
Importance of Both AI or VPN Technology in the Future of Privacy;1
Setor de educação apresenta maior interesse em uso de Cloud BI;1
Encarregado de Dados é o novo cargo responsável pela regulamentação da LGPD nas empresas;1
Can Online Machine Learning Tools Help with Personal Financial Management?;1
Understanding the Growing Pushback Against Advertisers Collecting Data;1
How to Build a Digital Business Technology Platform;1
\nBuilding Analytic Apps: Essential Reading for Developers ;1
How To Enhance Your Jira Experience With Power BI;1
Understanding Intention: Using Content, Context, and the Crowd to Build Better Search Applications;1
Making the Leap from Data Science Hopeful to Practitioner;1
Meet Flo – The First Period & Ovulation Tracker that Uses Neural Networks;1
Manage Deploys MemSQL for Real-Time Analytics;1
